license_num,historicallicensenum,status,business_name,dba_name,location_comments,applicant,manager,evening_phone,address,Neighborhood,gpsx,gpsy
LB-101968,RETAL0188,Active,"ANDREW SQUARE LIQUOR, CORP.",ANDREW SQUARE LIQUORS,In one room on first floor; cellar at 8 Boston Street for stock; rear room and cellar for stock.," ANDREW SQUARE LIQUOR, CORP.", JOHN LAM,6172690705,605-   Dorchester AVE,South Boston,775934.1486,2945191.533
LB-101675,INNMW0004,Active,"MJ BACK BAY, LLC",COURTYARD BY MARRIOTT,IN WHOLE OF SAID BUILDING.  ( SEE ISD CERTIFICATE FOR A MORE COMPLETE DESCRIPTION OF THE  PREMISES. )," MJ BACK BAY, LLC", TODD LINCOLN,(617)244-4545,88     Exeter ST,Boston,770021,2952340
LB-101944,RETAL0154,Active,SHIV PARK CORP,RICHARD'S WINE AND SPIRITS,"Rear entrance for stock, one enlarged room first floor, cellar for stock, also add a number.  Premise is 3,000 sqft of retail  space.  At entrance is the counter with cash register.  Back wall has the walk-in cooler.  Wine shelves are scattered throughout remaining ", SHIV PARK CORP, NAYNA PATEL,,175-179   Wolcott SQ,Hyde Park,755692.577,2911668.835
LB-101947,RETAL0158,Active,"BENNINGTON LIQUORS, INC.",NEPTUNE LIQUORS,In one room on the first floor with three rear rooms for stock.," BENNINGTON LIQUORS, INC.", BHAVIN PATEL,9785370644,1-  Neptune RD,East Boston,784216.0204,2963897.495
LB-101940,RETAL0144,Active,"GRAY'S LIQUORS, INC.",OAK SQUARE LIQUORS,One rear entrance for stock; Two rooms on first floor; Cellar for stock.," GRAY'S LIQUORS, INC.", GEORGE N. KONDYLIS,,610-  Washington ST,Brighton,745954.0613,2952904.095
LB-101933,RETAL0135,Active,"VINNA'S, LLC",CHAUNCEY LIQUORS,Rear entrance for stock; Two rooms first floor; Cellar for stock.," VINNA'S, LLC", SUONG M. TRAN,6174707879,3096-3104   Washington ST,Roxbury,764685.1512,2940091.247
LB-99364,CV7AL0559,Active,"ADVENTURE INVESTMENTS BOSTON, LLC",FIRE & ICE,"In one room on the first floor with bar, In one dining room on the second floor, service bar, kitchen and storage in the rear.  Capacity breakdown: 1st fl - 98 (36 seating, 12 @ stools, 50 standing); 2nd fl - 277 (216 seating)."," ADVENTURE INVESTMENTS BOSTON, LLC", ROBERT R. HOLLAND,(,31     Saint James AVE,Boston,771891.1667,2953175.365
LB-101662,INNAL0048,Active,CHARLESMARK HOTEL LLC,Charlesmark Hotel and Caf Landwer,"In whole said building including adjacent restaurant space.  Hotel first floor dining (+/-2,312 SF) with seating for 90 persons and outdoor patio with seating for 30 persons. Hotel restaurant first floor (+/-1,343 SF) with seating for 78 persons and outdoor patio for 26 persons. Outdoor patio locat", CHARLESMARK HOTEL LLC, MARK HAGOPIAN,(617)901-7309,655-   Boylston ST,Boston,770085.5088,2952864.926
LB-101658,INNAL0044,Active,"LBV HOTEL, LLC",LOEWS BOSTON HOTEL,"Hotel consisting of ten (10) floors and 225 guest rooms with one restaurant and bar with 4,000 square feet of meeting space.  Outdoor year-round patio on private property for 90 patrons."," LBV HOTEL, LLC", ROBERT J. RIVERS,,154-   Berkeley ST,Boston,771746.3473,2952551.974
LB-99613,CV7MW0379,Active,"PASTEUR RESTAURANT II, INC.",PHO PASTEUR,"IN ONE LARGER ROOM ON THE FIRST FLOOR; KITCHEN IN THE REAR, STORAGE IN THE ATTIC AND TO EXPAND THE FLOOR PLAN OF THE LICENSED PREMISES FROM 902 SQUARE FEET TO 1350 SQUARE FEET."," PASTEUR RESTAURANT II, INC.", SAU H. CAI,6175476413,682-  Washington ST,Boston,774373.271,2953392.794
LB-101646,INNAL0033,Active,"H AND H, LLC",HARBORSIDE INN,," H AND H, LLC", MARK A. DER HAGOPIAN,(617)247-1212,185-187   State ST,BOSTON,777031.3935,2956212.949
LB-99344,CV7AL0533,Active,"SHANNON TAVERN, INC.",SHANNON TAVERN,Bulkhead entrance to cellar from yard in rear for stock; in two rooms on first floor; cellar for stock.," SHANNON TAVERN, INC."," JEREMIAH P. BOWEN, JR.",(617)848-0018,558- E Third ST,South Boston,781273.8582,2948018.078
LB-99443,CV7AL0652,Active,"CLOVER VENTURES, LLC",BOSTONIA PUBLIC HOUSE,"ON TWO (2) FLOORS, KITCHEN ON FIRST FLOOR IN REAR, STORAGE IN BASEMENT.  FIRST AND SECOND FLOORS:  DINING ROOMS WITH BAR SEATING. TO INCLUED A SEASONAL OUTDOOR SIDEWALK PATIO WITH 26 SEATS BETWEEN THE HOURS OF NOON TO 11:00 P.M."," CLOVER VENTURES, LLC", JOSE MANUEL GARCIA,(857)210-3912,131-  State ST,Boston,776630.839,2956221.792
LB-99385,CV7AL0580,Active,"DFD RESTAURANT GROUP, LLC","RISTORANTE TOSCANO, INC.","In two rooms on ground floor with kitchen, storage and prep area in basement."," DFD RESTAURANT GROUP, LLC", RICHARD CACCIAGRANI,6173206997,41-  Charles ST,Boston,772437.1445,2955573.436
LB-99584,CV7MW0269,Active,"BLACK OWL, LLC",DOVETAIL,," BLACK OWL, LLC", MICHAEL COONEY,,1-  Sixth ST,Charlestown,776550.8007,2962092.494
LB-99565,CV7MW0206,Active,"PLANT BASED PIZZA BOSTON, LLC",DOUBLE ZERO,," PLANT-BASED PIZZA BOSTON, LLC", SETH D. COHEN,,163-   Newbury ST,Boston,770024.6005,2953156.167
LB-102013,RETMW0020,Active,TIPSY'S BEER AND WINE INC.,TIPSY'S BEER AND WINE,Two rooms first floor; cellar for stock., TIPSY'S BEER AND WINE INC., SUSHILA PATEL,,739     Parker ST,Roxbury,764928.5302,2945835.739
LB-99493,CV7ALR0009,Active,"POSEIDON ENTERPRISES, INC.",THE BARKING CRAB," In one room, kitchen and storage area on the first floor with outdoor deck, and an additional seasonal (May-October) outdoor patio on the public sidewalk with 40 seats. Same hours as the restaurant. Capacity breakdown: 170 outside; 58 inside."," POSEIDON ENTERPRISES, INC.", SCOTT P. GARVEY,(617)542-0558,88-   Sleeper ST,Boston,778185.8282,2954311.244
LB-101578,GOPAL0018,Active,GUZBIN LLC,MEDALLO,"UNNUMBERED ENTRANCE NEXT TO 411 CHELSEA STREET AND TWO EMERGENCY EXITS; IN ONE ROOM ON 1ST FLOOR OF 411 CHELSEA STREET; 2ND FLOOR OF 413 CHELSEA STREET & BASEMENT OF 411 CHELSEA STREET FOR STOCK.  411-413 CHELSEA STREET, EAST BOSTON, MA  02128", GUZBIN LLC, LUIS E. MALDONADO,,411     Chelsea ST,East Boston,784015.4306,2963819.486
LB-99231,CV7AL0394,Active,"citizen M Boston North Station Operations, LLC",citizenM Hotel,," citizenM Boston North Station Operations, LLC", Justine Mahan,,70-  Causeway ST,Boston,774628.6068,2958574.979
LB-102009,RETMW0009,Active,"BRHANU REDDA, INDIVIDUAL",7-ELEVEN,One story concrete block structure; one room first floor and storage.," BRHANU REDDA, INDIVIDUAL", BRHANU REDDA,6172670793,1436-1438   Centre ST,Roslindale,754417.0264,2932131.479
LB-101972,RETAL0195,Active,MANDIR CORPORATION,BAY VIEW LIQUORS,In one room on the first floor; cellar for stock., MANDIR CORPORATION, TARUNKUMAR R. PATEL,,108     Dorchester ST,South Boston,778925.4329,2947478.645
LB-99772,CV7MWL0117,Active,100 SUMMER CLUB LLC,ASSEMBLY ON 2,, 100 SUMMER CLUB LLC, PHILLIP BOCCALATTE,,100     Summer ST,Boston,775810.4228,2954203.314
LB-102044,RETMW0074,Active,"FOODIE'S URBAN MARKET, LLC",FOODIE'S URBAN MARKET,IN ONE ROOM ON THE FIRST FLOOR WITH STORAGE IN THE REAR.," FOODIE'S URBAN MARKET, LLC", Victor G. Leon,7813296053,1421-  Washington ST,Roxbury,772248.1551,2949625.016
LB-99194,CV7AL0354,Active,BRASSERIE 560 LLC,BRASSERIE,, BRASSERIE 560 LLC, JEFFREY GATES,(617)451-5942,560     Harrison AVE,Roxbury,773111.147,2949516.404
LB-102035,RETMW0057,Active,"ALEX'S MARKET, INC.","ALEX'S MARKET, INC.",ONE ROOM ON THE FIRST FLOOR; STORAGE IN THE BASEMENT," ALEX'S MARKET, INC.", Denny Guzman,(617)513-7948,322-  Talbot AVE,Dorchester,771746.7573,2931215.358
LB-99754,CV7MWL0083,Active,"81 L ST., LLC",6TH GEAR,WITH REAR SIDE EMERGENCY EXITS; IN ONE ROOM AND KITCHEN ON THE FIRST FLOOR; BASEMENT FOR STORAGE. BAR WITH 10 STOOLS.," 81 L ST., LLC", KRISTI COZZA,(617)269-6681,81-  L ST,South Boston,781731.3895,2947313.211
LB-99606,CV7MW0351,Active,"GAMBROS, INC.",ERNESTOS PIZZERIA,ON FIRST FLOOR; IN ONE ROOM; KITCHEN IN THE REAR; EXIT AT THE FRONT; EXIT AT THE REAR IN KITCHEN; STORAGE IN BASEMENT; HANDICAPPED ACCESSIBLE RESTROOM.," GAMBROS, INC.", ANTHONY RADZIKOWSKI,6175234639,69-   Salem ST,Boston,776204.4565,2957746.521
LB-101884,RETAL0062,Active,"7-ELEVEN OF MASSACHUSETTS, INC.",7-ELEVEN,"ON FIRST FLOOR CONSISTING OF (+/-) 3,524 SQUARE FEET WITH ONE ROOM FOR STOCK AND STORAGE IN BASEMENT; MAIN ENTRANCE/EXIT IN FRONT OF STORE ON FIRST STREET."," 7-ELEVEN OF MASSACHUSETTS, INC.", RAYMOND P. COUILLARD,,1-  First AVE,Charlestown,776547.9505,2962090.218
LB-99621,CV7MW0396,Active,"SWEET RICE JP, INC.","SWEET RICE, JP",IN ONE ROOM ON THE FIRST FLOOR WITH KITCHEN; STORAGE IN THE BASEMENT AND TO INCLUDE A SEASONAL OUTDOOR PATIO IN THE COURTYARD BEHIND 697 CENTRE STREET FOR 16 PATRONS FROM APRIL TO OCTOBER.," SWEET RICE JP, INC.", Pichai Chairatthanawanit,,695-697   Centre ST,Jamaica Plain,760428,2938880
LB-99548,CV7MW0131,Active,FINS SUSHI & GRILL,Fins Sushi & Grill,"354 Chestnut Hill Avenue, in two rooms and a kitchen on the first floor; basement for stock.", FINS SUSHI & GRILL, KEN CHAN,6176698262,354-  Chestnut Hill AV,Brighton,750386.8526,2947966.477
LB-102052,RETMW0083,Active,CITY FEED & SUPPLY INC.,CITY FEED AND SUPPLY,"GROCERY BUSINESS IN ONE ROOM ON THE FIRST FLOOR, BASEMENT STORAGE; WINE AND MALT PACKAGE AREA AT REAR OF PREMISES.", CITY FEED & SUPPLY INC., DAVID WARNER,6175248860,672-   Centre ST,Jamaica Plain,760579,2939090
LB-99562,CV7MW0189,Active,Lola Burger Restaurant Boston LLC,Lola Burger,, Lola Burger Restaurant Boston LLC, Mark Daley,,11-  Fan Pier  BLVD,Boston,778983.6979,2954436.667
LB-101909,RETAL0104,Active,Mahabali Corporation,ROTARY LIQUORS,In three rooms on the first floor-one of which is for stock., MAHABALI CORPORATION, DHIREN PATEL,,295-   Old Colony AVE,South Boston,777041.2342,2945568.055
LB-99090,CV7AL0231,Active,BASHO FENWAY VENTURES LLC,BASHO JAPANESE RESTAURANT & LOUNGE,"IN TWO DINING ROOMS ON THE FIRST FLOOR; KITCHEN, STORAGE AND OFFICES IN THE REAR; ANNUAL OUTDOOR PATIO ON PRIVATE PROPERTY FOR 48 PATRONS BETWEEN THE HOURS OF 11:00 A.M. - 11:00 P.M.  Inside capacity 194: 31 @ bar stools; 146 @ tables; 17 standing.", BASHO FENWAY VENTURES LLC, JACK HUANG,(617)859-8886,1330-  Boylston ST,Boston,764631.7122,2950640.718
LB-99187,CV7AL0346,Active,"HERSHA CONCESSION ASSOCIATES, LLC",THE ENVOY HOTEL,," HERSHA CONCESSION ASSOCIATES, LLC", JOSEPH A. MELLIA,,70-  Sleeper ST,Boston,778262.5084,2954237.523
LB-99769,CV7MWL0103,Active,"PETIT ROBERT, INC.",PETIT ROBERT BISTRO,," PETIT ROBERT, INC.", LOIC  A. LEGARREC,,480-   Columbus AVE,Roxbury,770087.6589,2950241.057
LB-98920,CV7AL0037,Active,"HLC GROUP ENTERPRISES, LLC",Douzo,"IN ONE ROOM ON FIRST FLOOR WITH KITCHEN, STORAGE AND RESTROOMS; ENTRANCE FROM DARTMOUTH STREET AND BUILDING LOBBY; ONE BACK EXIT."," HLC GROUP ENTERPRISES, LLC", KUOTAI JACK HUANG,(617)859-8886,131-  Dartmouth ST,Boston,770960.0971,2951608.032
LB-99819,CV7MWL0173,Active,JONATHAN B. HARKER,ITALIAN EXPRESS PIZZERIA,"IN ONE ROOM ON THE FIRST FLOOR WITH KITCHEN IN THE REAR, STORAGE IN THE ATTIC, AND TO INCLUDE AN OUTDOOR SEASONAL PATIO FROM APRIL - OCTOBER FOR 30 PATRONS ON PRIVATE PROPERTY BETWEEN THE HOURS OF 11:00 A.M. - 10:00 P.M.", JONATHAN B. HARKER, JONATHAN HARKER,6174612903,336     Sumner ST,East Boston,781629,2959210
LB-99267,CV7AL0435,Active,"Boston Amici Group, Inc.",PAZZA ON PORTER,," BOSTON AMICI GROUP, INC.", RAFFAELE SCALZI,,103-   Porter ST,East Boston,781490.9192,2961304.164
LB-99542,CV7MW0109,Active,D & G BROTHERS LLC,ICHIBAN YAKITORI SUSHI HOUSE,One room and kitchen on the first floor and one room in basement for stock., D & G BROTHERS LLC, RONG GAO,(917)285-5976,14B-14   Westland AVE,Boston,767886.646,2950363.21
LB-99812,CV7MWL0166,Active,"YAMATO II, INC.",YAMATO II,"IN THREE ROOMS ON BASEMENT LEVEL, AND A BAR AREA, KITCHEN AND STORAGE IN THE REAR AND TO INCLUDE A SEASONAL OUTDOOR PATIO ON THE STREET LEVEL LOCATED ON PRIVATE PROPERTY FOR 42 PATRONS BETWEEN THE HOURS OF 10:00 A.M. - 11:00 P.M."," YAMATO II, INC.", MING JIANG,(857)204-7732,545-  Boylston ST,Boston,770819.76,2953144.452
LB-102012,RETMW0015,Active,HAI & LAM IN HARMONY CORP.,BOB'S GROCERY STORE,One room first floor; rear room for stock., HAI & LAM IN HARMONY CORP., LAM TRAN,,160-   Endicott ST,Boston,775735.6664,2958505.743
LB-101883,RETAL0061,Active,"CAMILO, INC.",CAMILO LIQUORS III,"Consisting of a single floor of commercial retail space, approximately 1,400SF with one entrance and 2 exits and a restroom in the rear of the building. There is also a basement for storage only."," CAMILO, INC.", FRANCISCO CAMILO,(617)306-9846,544-   River ST,Mattapan,765618.0033,2922461.219
LB-101923,RETAL0121,Active,"SAE ENTERPRISES, INC.",MISSION HILL LIQUORS,In three rooms on the first floor; cellar for stock.," SAE ENTERPRISES, INC.", SAE HYUN KANG,6176945264,1623     Tremont ST,Roxbury,763390.2048,2946943.679
LB-98956,CV7AL0076,Active,"Allston Silhouette Lounge, LLC",SILHOUETTE LOUNGE,Rear entrance from alley to kitchen and bulkhead entrance to cellar for stock - in two rooms and kitchen on the first floor; cellar for stock.," Allston Silhouette Lounge, LLC", Fred Starikov,(617)254-9417,200-  Brighton AVE,Allston,755051.3905,2953892.472
LB-102050,RETMW0081,Active,"BACCO'S WINE & CHEESE, INC.",BACCO'S WINE & CHEESE,," BACCO'S WINE & CHEESE, INC.", ROBERT D. BACCO,(617)947-4731,31     Saint James AVE,Boston,771891.1667,2953175.365
LB-99401,CV7AL0599,Active,"High Street LL, LLC",,IN 2 ROOMS ON THE FIRST FLOOR; ONE ROOM ON LOWER LEVEL AND BASEMENT FOR STORAGE AND TO INCLUDE AN OUTDOOR SEASONAL PATIO ON PRIVATE PROPERTY FROM APRIL THROUGH OCTOBER FOR 48 PATRONS BETWEEN THE HOURS OF 11:00 A.M. - 11:00 P.M. AND TO INCLUDE AN ADDITIONAL OUTDOOR SEASONAL SIDEWALK CAFE AT 131 BROAD," High Street LL, LLC", Mark Wilcox Smith,,200-   High ST,Boston,777254.8131,2955357.713
LB-99079,CV7AL0219,Active,"THE FLORIAN ASSOCIATES, INC.",FLORIAN HALL,In whole of said building.  CAPACITY BREAKDOWN: FUNCTION HALL - 450; LOUNGE - 239.," THE FLORIAN ASSOCIATES, INC."," GERALD F. CAHILL, JR.",(617)288-6666,55-   Hallet ST,Dorchester,778572,2928250
LB-99367,CV7AL0563,Active,"OUR FATHER'S DELI, LLC",OUR FATHER'S DELI,"In one large room on ground floor including mezzanine level, with dining/bar area, deli counter, storage, and kitchen in one room with one bar. Outdoor (seasonal) March-October seating area on private property for approximately 20 patrons with access to bar patio."," OUR FATHER'S DELI, LLC", ELIZABETH MILLER,,197- N Harvard ST,Allston,756152.9099,2957746.295
LB-99809,CV7MWL0163,Active,"WAGAMAMA BOSTON ONE, LLC",WAGAMAMA,IN ONE ROOM LOCATED IN THE PRUDENTIAL CENTER WITH KITCHEN AND STORAGE IN THE REAR AND TO INCLUDE OUTDOOR SEATING FOR 24 SEATS ON A PRIVATE PATIO DIRECTLY NEXT TO THE PREMISES IN THE (PRUDENTIAL CENTER) BETWEEN THE HOURS OF 11:00 AM - 11:00 PM.," WAGAMAMA BOSTON ONE, LLC", RANDY HILL,(617)742-9242,800-   Boylston ST,Boston,769025.6135,2951810.161
LB-99308,CV7AL0484,Active,"TS LODGING FOOD & BEVERAGE, LLC",MOXY HOTEL,"Two food & beverage sevice areas within the 142,500 S.F., 24-story Moxy Hotel. The first service area with bar and cafe is located on second floor in main hotel guest amenity space. The second service area is a bar area located on the 24th floor with an outdoor (annual) terrace in private property. ", TS LODGING FOOD AND BEVERAGE LLC, WILLIAM HARRINGTON,,240-  Tremont ST,Boston,773812.7249,2953218.942
LB-99564,CV7MW0205,Active,"WIKROM, INC.",PHUKET THAI RESTAURANT,IN ONE ROOM ON THE FIRST FLOOR WITH KITCHEN IN REAR; BASEMENT FOR STORAGE.," WIKROM, INC.", ROBERT S. OSMOND,5083585321,1856-  Centre ST,West Roxbury,749719.1133,2929396.151
LB-99810,CV7MWL0164,Active,"WAGAMAMA BOSTON ONE, LLC",WAGAMAMA,"@ 200-299 QUINCY MARKET BLDG SPACE 2386 BOSTON, MA 02109: 4 ROOMS ON THE LOWER LEVEL, WITH 2 DINING ROOMS, 2 STORAGE AREAS AND AN OPEN KITCHEN.  INCLUDES AN OUTDOOR SEASONAL (APRIL-OCTOBER) PATIO ON PRIVATE PROPERTY FOR 54 PATRONS.  CAPACITY BREAKDOWN:"," WAGAMAMA BOSTON ONE, LLC", HECTOR TOVAR,(617)742-9242,200-299  Faneuil Hall Marketplace ,Boston,776492,2956600
LB-99198,CV7AL0357,Active,"BostoninFour, LLC",A.T. OKeeffes,"4500 sq ft restaurant on first floor in basement. Bar (41) seats and dining (44) seats on first floor. Kitchen, bar (7) seats and dining (42) seats in basement. Hours 11:00 AM - 2:00 AM Monday-Sunday. "," BostonInFour, LLC", Dana John O'Keefe,,911-  Boylston ST,Boston,768507.0375,2952270.452
LB-101954,RETAL0170,Active,"CAMILO LIQUORS, INC.",CAMILO LIQUORS,In one room first floor and rear emergency exit.," CAMILO LIQUORS, INC.", ERIC Y. CAMILO,(617)201-8119,280-   Centre ST,Jamaica Plain,763906.823,2942853.585
LB-99063,CV7AL0199,Active,CMG 225 Northern Ave LLC,,, CMG 225 Northern Ave LLC, Mark Malatesta,(617)242-9715,225-  Northern AVE,Boston,780856.9101,2952373.06
LB-98987,CV7AL0113,Active,"FJS, INC.",SANTARPIO,"Rear entrance to cellar for stock;115 Chelsea St,emergency exit; in one room and kitchen on first floor; cellar for stock."," FJS, INC.", FRANK A. SANTARPIO,9787775598,111-115   Chelsea ST,East Boston,781747.8661,2961161.613
LB-98997,CV7AL0125,Active,BHC CORPORATION GENERAL PARTNER,CLUB CAF,IN FOUR ROOMS AND KITCHEN ON THE FIRST FLOOR - BASEMENT FOR STOCK.  AND TO INCLUDE AN OUTDOOR SEASONAL PATIO ON PRIVATE PROPERTY FOR 28 PATRONS WITH PATIO HOURS: WEEKDAYS: 5:00 P.M. - 11:00 P.M. AND WEEKENDS AND HOLIDAYS: 11:00 A.M. - 11:00 P.M., BHC CORPORATION GENERAL PARTNER, FRANK A. RIBAUDO,(617)266-5801,209-  Columbus Av,Boston,771785.5681,2952333.663
LB-99319,CV7AL0497,Active,"SC JM BOSTON BEVERAGE COMPANY, INC.",FOUR SEASONS AT ONE DALTON,," SC JM BOSTON BEVERAGE COMPANY, INC.", FAREED KANDALAFT,,1-  Dalton ST,Boston,768622.2104,2951295.701
LB-101636,INNAL0024,Active,ICONIC FOOD AND BEVERAGE COMPANY LLC,FAIRMONT COPLEY PLAZA HOTEL,IN WHOLE OF SAID BUILDING.  (SEE ISD CERTIFICATE FOR MORE COMPLETE DESCRIPTION OF CAPACITY.) AND TO INCLUDE A SEASONAL SIDEWALK CAFE FROM APRIL 30TH-NOVEMBER 15TH LOCATED ON A SECTION OF THE PUBLIC SIDEWALK IN FRONT OF 138 ST. JAMES AVENUE FOR 50 PATRONS BETWEEN THE HOURS OF 11:30 A.M. - MIDNIGHT., ICONIC FOOD AND BEVERAGE COMPANY LLC, Jerzy Ryszard Terpilowski.,,138-150   Saint James AV,Boston,,
LB-98916,CV7AL0029,Active,"LSF Long Wharf, LLC",LEGAL SEA FOODS,"In two rooms on the first floor including a bar/lounge area; kitchen in the rear, two main entrances/exits and two emergency exits with storage in the basement, and a outdoor patio dining area for sixty (60) persons."," LSF LONG WHARF, LLC", THOMAS J. LOWRY,(508)309-9646,255     State ST,Boston,777485,2956320
LB-99091,CV7AL0232,Active,"LSF Copley Square, LLC",LEGAL SEA FOODS,"TWO LEVELS WITH EMPLOYEE LOCKERS AND MECHANICAL ROOM ON UPPER LEVEL; OFFICE, KITCHEN, 2 DINING ROOMS AND FUNCTION ROOMS ON LOWER LEVEL.  ONE ENTRANCE & EXIT TO MALL, EGRESS FROM DINING ROOM AND SIDE EXIT TO MALL CORRIDOR, REAR EXIT TO SERVICE ELEVATOR."," LSF COPLEY SQUARE, LLC", SEAN P. DONNELLY,(540)849-9212,100-  Huntington AVE,Boston,770396.7877,2951915.494
LB-101858,89053-PK-0116,Active,"EAST BOSTON MALT CO., INC",KAPPY'S,IN ONE ROOM ON THE FIRST FLOOR; STORAGE IN THE REAR.," EAST BOSTON MALT CO., INC", JOSEPH H. SELBY,,216-   Border ST,East Boston,780339,2962270
LB-99264,CV7AL0433,Active,OLD COLONIAL CORPORATION,BELL IN HAND,, OLD COLONIAL CORPORATION, DEBRA E. KESSLER,(617)227-2098,45-55   Union ST,Boston,775878.0566,2957107.072
LB-101868,RETAL0041,Active,"SAHIL ENTERPRISES, INC.",QUALITY LIQUORS,489 Cambridge Street; rear entrance for stock; one room on first floor; cellar for stock.," SAHIL ENTERPRISES, INC.", SUNIL KAPOOR,6176507865,489-  Cambridge ST,Allston,754196.078,2954162.139
LB-101860,RETAL0028,Active,"CHOICE MART, INC.",CHOICE MART,IN ONE ROOM ON THE FIRST FLOOR; STORAGE IN THE REAR.  IN ONE ROOM IN BASEMENT STORAGE IN THE REAR.," CHOICE MART, INC.", RONI F. YASMINE,7815518141,181-   Massachusetts AVE,Boston,767738.825,2951253.613
LB-99659,CV7MW0488,Active,"SS INVESTMENTS, INC.",DIRTY WATER DOUGH COMPANY,IN ONE ROOM ON THE FIRST FLOOR; KITCHEN AND STORAGE IN THE REAR.," SS INVESTMENTS, INC.", SAMUEL SOKOL,6174878300,222-  Newbury ST,Boston,769408.0853,2952756.249
LB-99184,CV7AL0343,Active,"LSF HARBORSIDE, LLC",Legal Harborside,"A RESTAURANT LOCATED IN BUILDING B OF 242 NORTHERN AVENUE CONSISTING OF ONE ROOM ON EACH OF THE 2 FLOORS FOR DINING, KITCHEN & STORAGE LOCATED ON THE 1ST FLOOR IN THE REAR, A ROOF DECK & AN OUTDOOR DINING PATIO.  WITH ONE MAIN ENTRANCE/EXIT AND 5 ADDITIONAL EXITS.  THE OUTDOOR PATIO WILL BE LOCATED"," LSF HARBORSIDE, LLC", JOANNA K. SHALEKBRISKI,(617)875-9908,270     Northern AVE,Boston,781111.5299,2952410.571
LB-99168,CV7AL0326,Active,"KOREAN FUSION, INC.",KOY,"In one (1) room with main bar on the right hand side wall of restaurant with seventy-two (72 seats) and outside sidewalk dining area with twelve (12) seats.  Kitchen and cold storage located in the rear of the premises.  Premises consists of 3,193 sq. ft. of ground-level space, 3,343 sq. ft. of lowe"," KOREAN FUSION, INC.", CATARINA CHANG,,16-18   North ST,Boston,776043.0994,2956786.551
LB-102027,RETMW0043,Active,SUNILA CORPORATION,QUALITY MART,"IN ONE ROOM ON FIRST FLOOR WITH STORAGE; FRONT EXIT WITH EMERGENCY DOOR EXIT.  MAIL IS UNDELIVEREABLE AT ADDRESS OF LICENSE LOCATION; CORRESPONDENCE TO BE SENT TO HOME ADDRESS OF NAVEEN KAPOOR, OWNER & MANAGER OF RECORD.", SUNILA CORPORATION, NAVEEN KAPOOR,,150- N Beacon ST,Brighton,751722.4376,2954505.637
LB-99643,CV7MW0444,Active,"MIRAGE CHARCOAL KABOB, INC.",ZEN RESTAURANT,IN ONE ROOM ON THE FIRST FLOOR WITH KITCHEN AND ONE ROOM ON THE SECOND FLOOR; BASEMENT FOR STORAGE.  INCLUDES AN OUTDOOR SEASONAL PATIO FROM MARCH THROUGH NOVEMBER.," MIRAGE CHARCOAL KABOB, INC.",DE WEI GUAN,(617)325-2960,21A     Beacon ST,Boston,774484.3592,2955879.039
LB-98779,CLBAL0002,Active,"ST. BOTOLPH CLUB, INC.",,Rear emergency exits; in whole of said buiding.  CAPACITY BREAKDOWN: 1ST FL - 105; 2ND FL - 85; 3RD FL - 6; 4TH FL - 6.," ST. BOTOLPH CLUB, INC.", Megan Spies,(617)536-7570,199-   Commonwealth AVE,Boston,769444.799,2953425.904
LB-98999,CV7AL0127,Active,BOSTON HOSPITALITY PARTNERS LLC,The Club,, Boston Hospitality Partners LLC, John Luciano,(617)242-9715,115-   Federal ST,Boston,775909.5759,2954524.891
LB-99127,CV7AL0277,Active,"BOSTON TEA PARTY SHIP, INC",BOSTON TEA PARTY SHIPS & MUSEUM,," BOSTON TEA PARTY SHIP, INC", SHAWN P. FORD,7815393752,306     Congress ST,Boston,0,0
LB-99136,CV7AL0287,Active,"AC NEP, LLC",DORSET HALL,In two levels with one room on each level;  kitchen and storage in basement.," AC NEP,  LLC", PAUL ADAMSON,,367-371   Neponset AVE,Dorchester,779247.8535,2929829.255
LB-102000,RETAL0239,Active,"URBAN GRAPE SOUTH END, LLC",THE URBAN GRAPE SOUTH END,"2,188 SQUARE FEET FIRST FLOOR UNIT IN THE BRYANT RESIDENCES; STREET ENTRANCE AND ENTRANCE FROM LOBBY OF BRYANT RESIDENCES."," URBAN GRAPE SOUTH END, LLC"," ANTHONY MONT DOUGLAS, JR.",(617)266-2115,303     Columbus AVE,Boston,771191.5537,2951693.315
LB-99268,CV7AL0436,Active,"H AND M RESTAURANT, INC.",SOFIA ITALIAN STEAKHOUSE,," H AND M RESTAURANT, INC.", DEBRA WILLIAMS,3399870117,1436-  VFW PW,West Roxbury,744967.6787,2923910.872
LB-99632,CV7MW0423,Active,"JUAN REYES, INDIVIDUAL",MIAMI RESTAURANT,"IN ONE ROOM ON THE FIRST FLOOR, KITCHEN AND STORAGE IN THE REAR."," JUAN REYES, INDIVIDUAL", JUAN REYES,6173258607,381-   Centre ST,Jamaica Plain,761833,2942730
LB-101618,INNAL0005,Active,"Pineapple Restaurant Group Boston, LLC",The Trophy Room at Staypineapple Boston,Unnumbered entrance on Chandler Street for stock in whole of said building. (6. No more than 11 seats at the bar.)   (SEE ISD CERTIFICATE FOR MORE COMPLETE DESCRIPTION OF CAPACITY.)," PINEAPPLE RESTAURANT GROUP BOSTON, LLC", EDWARD C. MOSES-GRANGER,,22-28   Chandler ST,Boston,,
