license_num,historicallicensenum,status,license_type,issued,expires,business_name,dba_name,comments,location_comments,opening,closing,patronsout,capacity,applicant,manager,day_phone,evening_phone,address,city,state,Neighborhood,gpsx,gpsy
LB-99797,CV7MWL0150,Active,CV7 Malt Wine Liq.,2013-11-19,2022-12-31,"FUENTE CLEANING SERVICES, INC.",BILLARES COLOMBIA,BOARD ALLOWS BOTTLE SERVICE ON PREMISES Licensee MUST comply with security agreement on record Board 2 00 AM Closing Hour ONE DAY SUSPENSION OCTOBER 2022 TEMP LICENSE SEPT 30TH OCT 1,"IN ONE ROOM ON GROUND FLOOR FOR BILLIARDS, WITH FOOD PREPARATION AND SERVING COUNTER IN FRONT; MAIN ENTRANCE ON BENNINGTON STREET; AND EMERGENCY EXIT IN REAR; CELLAR FOR STOCK AND OFFICE.",,2:00 AM,2:30 AM,49.0," FUENTE CLEANING SERVICES, INC.", RIGOBERTO RESTREPO,,,28-  Bennington ST,East Boston,MA,East_Boston,780921.183522999,2962122.86485058
LB-99746,CV7MWL0072,Active,CV7 Malt Wine Liq.,2013-11-19,2022-12-31,Shin Hakata Ramen Corp. ,Hakata Ramen,,,,2:00 AM,2:30 AM,48.0, Shin Hakata Ramen Corp., Xiao Dan Liu,,(617)887-2142,173-   Massachusetts AVE,Boston,MA,Back_Bay,767708.665391464,2951340.92980588
LB-99740,CV7MWL0062,Active,CV7 Malt Wine Liq.,2013-11-19,2022-12-31,"ANGELA'S CAFE II, INC.",ANGELA'S CAFE II,1 SERVICE BAR ONLY,"IN ONE ROOM ON THE FIRST FLOOR; KITCHEN IN REAR, STORAGE IN THE BASEMENT.",,MIDNIGHT,12:30 AM,60.0," ANGELA'S CAFE II, INC.", MARTA H. MURALLES,(617)223-7277,,1012-   Bennington ST,East Boston,MA,East_Boston,789540.186859026,2966480.82773463
LB-99232,CV7AL0395,Active,CV7 All Alc.,2013-11-19,2022-12-31,"BERTUCCI'S RESTAURANTS, LLC",,,"679-683 VFW Parkway, in one room with an outside patio on the first floor with a rear room for kitchen and storage,also,storage in basemet with an enlarged existing kitchen and prep area in additional space previously numbered 679 V.F.W.Parkway.  Capacity breakdown: 219 inside; 28 outside.",,MIDNIGHT,12:30 AM,219.0," BERTUCCI'S  RESTAURANTS, LLC", Martin McNally,(617)327-0898,,683-  VFW PW,Chestnut Hill,MA,neighborhood doesn't match,748908.773337151,2933224.84921548
LB-99525,CV7MW0059,Active,CV7 Malt Wine,2013-11-19,2022-12-31,TRUSTEES OF BOSTON UNIVERSITY,NICKERSON FIELD,1 Monthly report to Board from Boston University Security 2 in seating area as well next concession stands 3 No more than two beers per patron,@ 30 HARRY AGGANIS WAY: Entire athletic area and stands immediately adjacent thereto including all concession areas.  ,,1:00 AM,1:30 AM,15578.0, TRUSTEES OF BOSTON UNIVERSITY, Jillian Cardella,(617)353-2160,,10-32  Harry Agganis WAY,Boston,MA,Fenway_Kenmore,759266.115988222,2953711.46557526
LB-99342,CV7AL0531,Active,CV7 All Alc.,2013-11-19,2022-12-31,BROAD STREET ENTERTAINMENT LLC,TIKI ROCK/OISA,SEASONAL PATIO OPERATING HOURS 11 00 AM MIDNIGHT,"IN TWO ROOMS AND KITCHEN ON FIRST FLOOR, AND A PORTABLE BAR. CELLAR FOR STOCK, AND MAIN ENTRANCE ON BROAD STREET, INCLUDES AN OUTDOOR SEASONAL PATIO FOR 40 PATRONS ON BROAD STREET (CITY PROPERTY).",,2:00 AM,2:30 AM,242.0, BROAD STREET ENTERTAINMENT LLC, CHRISTOPHER EDWARD STRAUB,(617)491-8050,,1-  India ST,Boston,MA,Chinatown_Financial_District,776658.41606304,2956210.99697307
LB-99204,CV7AL0364,Active,CV7 All Alc.,2013-11-19,2022-12-31,"107 SALEM RESTAURANT, INC.",BACCO,Trash pickup must be between hours 7 00 M 11 P Noise levels to monitored,"One room and service counter on the first floor, one room on the second floor; basement for storage.  Capacity breakdown: 1st fl - 50; 2nd fl - 65.",,1:00 AM,1:30 AM,115.0," 107 Salem Restaurant, Inc.", VINA DEPAOLO,,(617)645-1088,107-   Salem ST,Boston,MA,Downtown_North_End,776327.197502732,2958049.63684678
LB-101654,INNAL0040,Active,Inn. All Alc.,2013-11-19,2022-12-31,"AIMBRIDGE HOSPITALITY, LLC",EMBASSY SUITES HOTEL,,"IN WHOLE OF SAID BUILDING: 273 ROOMS-HOTEL, 333 PERSON-BALLROOM, 150 PERSON-RESTAURANT, 97 PERSON-FUNCTION ROOM-A, 77 PERSON-FUNCTION ROOM-B, 99",,2:00 AM,2:30 AM,0.0," AIMBRIDGE HOSPITALITY, LLC", DOMINIC SIMON SMART,,(617)567-5000,207-  Porter ST,East Boston,MA,East_Boston,782669.197916666,2960290.05208333
LB-99710,CV7MWL0013,Active,CV7 Malt Wine Liq.,2013-11-19,2022-12-31,"L'OSTERIA, INC.",L'OSTERIA,Air conditioner to be turned off 10 pm,"@104 SALEM STREET: IN ONE ROOM AND KITCHEN ON THE FIRST FLOOR, AND CELLAR FOR STOCK.  CAPACITY BREAKDOWN: 1ST FL - 48; 2ND FL - 30. ",,11:00 PM,11:30 PM,78.0," L'OSTERIA, INC.", PAOLINA DIPIETRANTONIO,,389-8597,104A-104   Salem ST,Boston,MA,Downtown_North_End,776259.8125,2958088.25
LB-99563,CV7MW0199,Active,CV7 Malt Wine Liq.,2013-11-19,2022-12-31,"MURAMPO, INC.",LULU'S ALLSTON,,"Restaurant on one floor, two rooms including kitchen and dining room (+/- 2,100 SF) with seating for one hundred and seventeen (117) patrons, storage in basement (+/- 1,800 SF), one (1) main entrance/exit and three (3) additional exits in rear and annual (weather permitting) patio on private propert",,2:00 AM,2:30 AM,117.0," Murampo, Inc.",Justin Dalton-Ameen,,(401)338-5672,421-  Cambridge ST,Allston,MA,Allston,755077.342026934,2954648.04074761
LB-101853,RETAL0021,Active,Retail All Alc.,2013-11-19,2022-12-31,"FERNANDEZ LIQUORS II, INC.",,       ,Rear entrance for stock and emergency exit; Two rooms first floor; cellar for stock.,,11:00 PM,,0.0," FERNANDEZ LIQUORS II, INC.", JOSE J. FERNANDEZ,,-,1216     Blue Hill AVE,Mattapan,MA,Mattapan,766707.96375419,2928360.95391806
LB-101918,RETAL0115,Active,Retail All Alc.,2013-11-19,2022-12-31,"LEE'S QUIK PIK, INC.",LEE'S MARKET,No singles nips,,,11:00 PM,,0.0," LEE'S QUIK PIK, INC", Anil Kumar M. Patel a/k/a AnilKamar Mafatal Patel,,,1591-  Commonwealth AV,Brighton,MA,Brighton,752583.545047018,2950649.5548998
LB-98907,CV7AL0020,Active,CV7 All Alc.,2013-11-19,2022-12-31,HAMPSHIRE HOUSE CORPORATION,BULL FINCH PUB,Board granted permission to serve alcohol 10 M Sunday brunch,"Unnumbered entrance on Byron Street; in basement, first, second, third, fifth, and sixth floors of said building.  CAPACITY BREAKDOWN: REST. BASEMENT - 63; LOUNGE BASEMENT - 69; REST. 1ST FL(GEORGIAN RM)  - 38; LOUNGE 1ST FL - 55; 2ND FL DINING RM - 200; 2ND FL LOUNGE - 74; 3RD FL - 70.",,2:00 AM,2:30 AM,569.0, HAMPSHIRE HOUSE CORPORATION, THOMAS A. KERSHAW,,(617)227-9600,84-   Beacon ST,Boston,MA,Beacon_Hill,772039.999994725,2955040.00001198
LB-101958,RETAL0174,Active,Retail All Alc.,2013-11-19,2022-12-31,"BROOKLINE LIQUORS MART, INC.",BROOKLINE LIQUORS MARKET,,"One story building one quarter of the first floor to be licensed (2,083 sq ft): three rooms, one entrance, two exits. Handicap accessible street level entrance of the business: six door walk in cooler located by the rear of the store. Basement to be utilized as storage (approximately 2,000 additiona",,11:00 PM,,0.0," BROOKLINE LIQUORS MART, INC.", SHAUL JASON KATZ,,(617)277-3979,1436-   Commonwealth AVE,Boston,MA,Brighton,753496.543563365,2952111.09653691
LB-102028,RETMW0046,Active,Retail Malt Wine,2013-11-19,2022-12-31,"RAWSHON, INC.",RICHDALE FOOD SHOPS,,"In one room on the first floor with entrance on Beacon Street, and emergency exit to Bowdoin Street with storage in basement.",,11:00 PM,,0.0," RAWSHON, INC.", BARZNAB KHAN,(617)639-5667,,23-   Beacon ST,Boston,MA,Beacon_Hill,774408.999996945,2955850.00001274
LB-99610,CV7MW0368,Active,CV7 Malt Wine Liq.,2013-11-19,2022-12-31,"Jaho Huntington, LLC",JAHO COFFEE ROASTERS & WINE BAR,,,,2:00 AM,2:30 AM,68.0," Jaho Huntington, LLC", MICHAEL WEISS,,,116-   Huntington AVE,Boston,MA,Back_Bay,769770.17461662,2951576.93952875
LB-99641,CV7MW0442,Active,CV7 Malt Wine,2013-11-19,2022-12-31,"TRUSTEES OF BOSTON UNIVERSITY, INC.",AGGANIS ARENA,1 Monthly report to Board from BU Security 2 security in seating area as well rest concession stands 3 No more than two beers per patron,"AGGANIS ARENA: INCLUDING ALL CONCESSIONS STANDS ON THE CONCOURSE LEVEL, STORAGE IN THE LOWER LEVEL OF FACILITY.",,1:00 AM,1:30 AM,8000.0," TRUSTEES OF BOSTON UNIVERSITY, INC.", KRISTOFFER BRASSIL,,(978)443-2505,925-   Commonwealth AVE,Boston,MA,Fenway_Kenmore,759510.000015065,2953590.00001062
LB-98922,CV7AL0041,Active,CV7 Malt Wine Liq.,2013-11-19,2022-12-31,"FLAGSHIP RESTAURANT GROUP, LLC",FORCELLA,,"In one room on ground floor at 33 North Square with dining area and kitchen in rear, basement for storage and restrooms, and in one additional room on ground floor at 37 North Square for additional seating, bar, and restrooms.  Seasonal (May-October) outdoor patio on private property in rear.",,2:00 AM,2:30 AM,28.0," FLAGSHIP RESTAURANT GROUP, LLC", SHANNON MACGOWAN,(617)834-6222,,33-  North SQ,Boston,MA,Downtown_North_End,776742.748873113,2957798.33408453
LB-99524,CV7MW0058,Active,CV7 Malt Wine,2013-11-19,2022-12-31,"PEACH FARM, INC.",PEACH FARM,3 00 M Closing Hour Foods Only,4 Tyler Street; in one dining room and kitchen in the basement; storage and prep area on the first floor.,,2:00 AM,2:30 AM,96.0," PEACH FARM, INC.", KA CHUN LEUNG,(617)482-3332,(617)769-9711,4     Tyler ST,Boston,MA,Chinatown_Financial_District,774995.00470148,2953294.22090635
LB-101982,RETAL0217,Active,Retail All Alc.,2013-11-19,2022-12-31,"S&H NORTH STATION, INC.",NORTH STATION LIQUORS,1 NO SINGLES NIPS OR HALF PINTS TO BE SOLD 2 Board granted acknowledged petition to open 10 00 m on Sundays,"APPROXIMATELY 1,598 SQUARE FEET OF STREET LEVEL RETAIL SPACE. MAIN ENTRANCE/EXIT ON FRIEND STREET; STORAGE IN REAR.",,11:00 PM,,0.0," S&H NORTH STATION, INC.", SMITESH N. PATEL,,(339)499-8742,103-  Causeway ST,Boston,MA,neighborhood doesn't match,774577.393661097,2958288.39406301
LB-101938,RETAL0141,Active,Retail All Alc.,2013-11-19,2022-12-31,"BRUMAK, INC.",DEDHAM LINE LIQUORS,       ,Rear door; One room first floor; cellar for stock.,,11:00 PM,,0.0," BRUMAK, INC.", BRUCK HABTEMARIAM,,6173613813,5211-   Washington ST,West Roxbury,MA,West_Roxbury,748866.345061153,2920343.48426767
LB-99273,CV7AL0443,Active,CV7 All Alc.,2013-11-19,2022-12-31,"BOSWORTH PLACE, INC.",BEANTOWN PUB,       ,"Enlarge licensed premises by approximately 584 S.F (to recapture portion of premises previously sublet to retail coin shop), increase occupancy from 249 to 265 persons; new space to be occupied by Ziggy's Coffee Bar with separate main entry by day and as additional seating for Beantown Pub by night;",,2:00 AM,2:30 AM,265.0," BOSWORTH PLACE, INC.", ROGER ZEGHIBE,,(617)227-8952,100-   Tremont ST,Boston,MA,Beacon_Hill,774826.999997333,2955510.00001241
LB-101931,RETAL0133,Active,Retail All Alc.,2013-11-19,2022-12-31,"JA FERNANDEZ, INC.",FOLGER'S LIQUORS,       ,two rooms on the first floor for retail and storage; two rooms for storage and an office on the second floor.,,11:00 PM,,0.0," JA FERNANDEZ, INC.", FELINA FERNANDEZ,,(781)857-2152,2665-   Washington ST,Roxbury,MA,neighborhood doesn't match,767295.38232632,2943416.29990515
LB-99664,CV7MW0500,Active,CV7 Malt Wine Liq.,2013-11-19,2022-12-31,"MMIR, LLC",SHU DAXIA HOT POT,,"3,400 square feet: In one room on ground floor with main dining room and bar seating kitchen, office and storage in rear of premises. ",,11:00 PM,11:30 PM,87.0," MMIR, LLC", LEROY QIAN-RONG LEE,,,580-   Commonwealth AVE,Boston,MA,Fenway_Kenmore,764467.80825397,2952389.6080676
LB-98990,CV7AL0118,Active,CV7 All Alc.,2013-11-19,2022-12-31,HAMPSHIRE HOUSE CORPORATION,75 CHESTNUT,1 Valet parking plan per agreement 2 trash stored inside Board granted permission to serve alcohol with brunch on Sunday mornings,"On first floor of whole building: kitchen with walk-in cooler, liquor storage, dining room seating for 48, and bar seating for 26. Total seating for 74 (+/- 2032 SF). ",,1:00 AM,1:30 AM,83.0, HAMPSHIRE HOUSE CORPORATION, MARKUS RIPPERGER,,,75A     Chestnut ST,Boston,MA,Beacon_Hill,772127.044538811,2955374.35338829
LB-99199,CV7AL0358,Active,CV7 All Alc.,2013-11-19,2022-12-31,"MRJ, INC.",THE HUB PUB,       ,"Rear emergency exit; in one room, balcony and kitchen first floor; cellar for stock.  CAPACITY BREAKDOWN: MEZZANINE - 80; 1ST FL - 70.",,2:00 AM,2:30 AM,150.0," MRJ, INC.", MICHAEL S. ZEGHIBE,,(617)522-3233,18-   Province ST,Boston,MA,Beacon_Hill,775204.999997676,2955520.00001243
LB-101934,RETAL0136,Active,Retail All Alc.,2013-11-19,2022-12-31,"NEWA LIQUORS, INC.",WALSH WINE & SPIRITS,Board acknowledges granted petition to open 10 00 m on Sundays,,,11:00 PM,,0.0," NEWA LIQUORS, INC.", Niroj Shrestha,,,388-   Washington ST,Brighton,MA,Brighton,749546.006757781,2952375.3673055
LB-99094,CV7AL0235,Active,CV7 All Alc.,2013-11-19,2022-12-31,"RHUBARB, INC.",O'BRIEN'S,PATIO CONDITIONS 1 ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS 2 STAFFED ALL TIMES 3 CLOSING HOUR 10 00 P M,Two rear exits to yard; in one room on first floor; cellar for stock and to include an outdoor patio/smoking area for 32 patrons on Private Property between the hours of 11:00 AM - 10:00 PM.,,1:00 AM,1:30 AM,70.0," RHUBARB, INC.", Timothy Philbin,,(617)566-9014,3     Harvard AV,Allston,MA,Allston,0.0,0.0
LB-99086,CV7AL0226,Active,CV7 All Alc.,2013-11-19,2022-12-31,"CAFFE VITTORIA, INC.",CAFFE VITTORIA,       ,"Three rooms on the first floor, two rooms in basement plus kitchen area and stock room in basement with an outside patio with eight (8) tables and thirty-two (32) seats.",,1:00 AM,1:30 AM,181.0," CAFFE VITTORIA, INC.", GERALD RICCIO,,(617)227-7606,296-   Hanover ST,Boston,MA,Downtown_North_End,776605.63315098,2958036.51284677
LB-101661,INNAL0047,Active,Inn. All Alc.,2013-11-19,2022-12-31,RENAISSANCE HOTEL OPERATING COMPANY,RENAISSANCE BOSTON WATERFRONT HOTEL,,"IN WHOLE OF SAID BUILDING. ( MANAGEMENT AGREEMENT BY AND BETWEEN RENAISSANCE HOTEL OPERATING COMPANY & LPR BOSTON HOTEL TENANT, LLC APPROVED BY BLB AND ABCC.)",,2:00 AM,,0.0, RENAISSANCE HOTEL OPERATING COMPANY, THOMAS P. WALSH,,(617)338-4111,606-  Congress ST,Boston,MA,neighborhood doesn't match,780647.349292722,2952155.01094894
LB-99248,CV7AL0415,Active,CV7 All Alc.,2013-11-19,2022-12-31,"Mission Hill Hospitality, LLC",Yellow Door Taqueria-Mission Hill,,Side entrance 2a Wigglesworth Street; in one room and office on first floor; cellar for stock.  Capacity breakdown: no more than 49 standing.  ,,1:00 AM,1:30 AM,90.0," Mission Hill Hospitality, LLC", Colleen Hagerty,,(617)731-5969,1619     Tremont ST,Roxbury,MA,Mission_Hill_Roxbury,763416.999986708,2946930.00000443
LB-101651,INNAL0037,Active,Inn. All Alc.,2013-11-19,2022-12-31,15 BEACON STREET LLC,XV BEACON HOTEL,,IN WHOLE OF SAID  BUILDING. (SEE ISD CERTIFICATE FOR MORE COMPLETE DESCRIPTION OF CAPACITY.) MANAGEMENT AGREEMENT APPROVED BY BLB AND ABCC BETWEEN 15 BEACON STREET LLC AND BOVINE LLC.,,2:00 AM,,0.0, 15 BEACON STREET LLC, AMY W. FINSILVER,,(617)888-0344,15-   Beacon ST,Boston,MA,Beacon_Hill,774557.034877077,2955937.72058882
LB-101650,INNAL0036,Active,Inn. All Alc.,2013-11-19,2022-12-31,DIAMONDROCK BOSTON BROAD ST TENANT LLC,HILTON BOSTON DOWNTOWN/FANEUIL HALL,ABCC Board approved petition Management Agreement between Diamondrock Boston Broad Street Tenant LLC MNM Restaurant Group,,,2:00 AM,2:30 AM,0.0," DIAMONDROCK BOSTON BROAD STREET TENANT, LLC", MEVZAD DURAKOVIC,,(617)680-7657,89-   Broad ST,Boston,MA,Chinatown_Financial_District,776940.02419129,2955596.5852605
LB-99291,CV7AL0462,Active,CV7 All Alc.,2013-11-19,2022-12-31,Hampshire House Corp.,75 ON LIBERTY WHARF,Board granted permission to serve alcohol on Sundays 10 00 M Sunday morning brunch,"1490 FOOT KIOSK LOCATED ON LIBERTY WHARF ON NORTHERN AVENUE IN SOUTH BOSTON SEAPORT DISTRICT.  ONE STORY BUILDING WITH ONE OPEN ROOM, 2 ENTRANCES AND EGRESSES STORAGE IN REAR.  YEAR- ROUND OUTDOOR PATIO SEATING FOR 60 PATRONS.  LAND OWNED BY MASSPORT.",,2:00 AM,2:30 AM,84.0, HAMPSHIRE HOUSE CORPORATION, THOMAS A. KERSHAW,,(617)901-3627,220     Northern AVE,Boston,MA,neighborhood doesn't match,780813.56953603,2952579.1259391
LB-99092,CV7AL0233,Active,CV7 All Alc.,2013-11-19,2022-12-31,"JAE'S CAFÉ & GRILL, INC.",SHUN'S KITCHEN,1 ALCOHOL TO BE SERVED WITH MEALS ONLY 2 REAR PATIO HOURS 11 00 M 3 P,"ONE ROOM WITH KITCHEN AND OUTDOOR CAFE AND TO INCLUDE BASEMENT AREA WITH SUSHI BAR AND TABLES, WHICH WAS APPROVED BY THE CITY OF BOSTON INSPECTIONAL SERVICES DEPARTMENT.  CAPACITY BREAKDOWN: BASEMENT - 43, 1ST FL - 68 , OUTDOOR - 32.",,1:00 AM,1:30 AM,111.0," JAE'S CAFÉ & GRILL, INC.", SHUN LI CHEN,,(617)669-8381,520-   Columbus AVE,Roxbury,MA,South_End,769773.062520623,2949893.29866318
LB-99087,CV7AL0227,Active,CV7 All Alc.,2013-11-19,2022-12-31,"FLORENTINE CAFE, INC.",FLORENTINE CAFÉ,       ,339 Hanover Street entrance to kitchen; in one room and kitchen on first floor; cellar for stock.  Capacity breakdown: 1st fl - 68; basement - 50.,,1:00 AM,1:30 AM,118.0," FLORENTINE CAFE, INC.", GENNARO RICCIO,,(617)742-5265,333-335   Hanover ST,Boston,MA,Downtown_North_End,0.0,0.0
LB-99704,CV7MWL0005,Active,CV7 Malt Wine Liq.,2013-11-19,2022-12-31,"KF Boston, Inc",SEOUL SOULONGTANG,,"FRONT AND REAR EXITS, KITCHEN AREA, DINING AREA, RESTROOMS AND OFFICE ALL ON ONE LEVEL. 1245 COMMONWEALTH AVE; BOSTON, MA 02134",,11:00 PM,11:30 PM,48.0, KF BOSTON,JUNG HOO PARK,(617)505-6771,,1245-  Commonwealth AVE,Allston,MA,Allston,755677.37588349,2952900.27904999
LB-99571,CV7MW0224,Active,CV7 Malt Wine,2013-11-18,2022-12-31,"OMEGA SUSHI, INC.",FIN'S SUSHI & GRILL,       ,ONE ROOM AND KITCHEN FIRST FLOOR- BASEMENT FOR STOCK & STORAGE.  CAPACITY BREAKDOWN: 10 @ BAR STOOLS; 50 @ TABLES & CHAIRS.,,11:00 PM,11:30 PM,60.0," OMEGA SUSHI, INC.", PATRICK YU SHU SUN,,2123808700,236-240   Cambridge ST,Boston,MA,neighborhood doesn't match,773240.874971852,2956871.59054169
LB-99080,CV7AL0220,Active,CV7 All Alc.,2013-11-18,2022-12-31,"DEL FRISCO'S OF BOSTON, LLC",DEL FRISCO'S,Board granted permission to open 10 00 M on Sundays service alcoholic beverages with brunch,"A RESTAURANT LOCATED ON 1,625 SQUARE FEET OF THE FIRST FLOOR AND 12, 075 SQUARE FEET OF THE 2ND FLOOR OF THE WEST BUILDING OF 230 NORTHERN AVENUE.  KITCHEN AND SEATING LOCATED ON THE 2ND FLOOR.  ONE MAIN ENTRANCE/EXIT AND AN ADDITIONAL SIDE EXIT.",,2:00 AM,2:30 AM,400.0," DEL FRISCO'S OF BOSTON, LLC", Tomas Ruperto,,(617)733-9278,230     Northern AVE,Boston,MA,neighborhood doesn't match,780948.704436362,2952496.83410893
LB-99651,CV7MW0460,Active,CV7 Malt Wine,2013-11-18,2022-12-31,"GAGANDEEP, INC.",PUNJAB PALACE,1 NO BAR 2 ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS,IN ONE ROOM ON THE FIRST FLOOR FOR DINING; KITCHEN IN THE REAR; STORAGE AND OFFICE IN BASEMENT.,,11:00 PM,11:30 PM,38.0," GAGANDEEP, INC.", BALWINDER SINGH,,6177758686,109-   Brighton AVE,Allston,MA,Allston,756038.035499826,2953885.79159491
LB-99530,CV7MW0075,Active,CV7 Malt Wine,2013-11-18,2022-12-31,"PHO BASIL, INC.",,MALT WINE BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS,@ 177A MASSACHUSETTS AVENUE: Rear exit for emergency and stock; in one room on first floor with kitchen and stockroom. ,,12:30 AM,1:00 AM,60.0," PHO BASIL, INC.", WITOON SHOTITANA,,(617)241-0696,177-   Massachusetts AVE,Boston,MA,Back_Bay,767722.39349471,2951297.2649045
LB-99523,CV7MW0057,Active,CV7 Malt Wine,2013-11-18,2022-12-31,THOUSAND CHEF FOODS CORP.,SYMPHONY SUSHI,MALT WINE BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS,"45 Gainsborough st; in one room on the first floor, kitchen in the rear; storage in the basement.",,11:30 PM,MIDNIGHT,60.0, THOUSAND CHEF FOODS CORP., JUSTINE HSIAO-CHEN SUN,,7813969704,45-   Gainsborough ST,Boston,MA,Back_Bay,767798.999990776,2949920.00000721
LB-99577,CV7MW0237,Active,CV7 Malt Wine,2013-11-18,2022-12-31,"JSM 636 Group, Inc.",bb.q Chicken,MALT WINE BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS 20 Persons outside 40 inside,,,11:00 PM,11:30 PM,60.0," JSM 636 Group, Inc.", Dong Zheng,,6172410696,636-  Beacon ST,Boston,MA,Fenway_Kenmore,765575.909194136,2952653.0243348
LB-101968,RETAL0188,Active,Retail All Alc.,2013-11-18,2022-12-31,"ANDREW SQUARE LIQUOR, CORP.",ANDREW SQUARE LIQUORS,       ,In one room on first floor; cellar at 8 Boston Street for stock; rear room and cellar for stock.,,11:00 PM,,0.0," ANDREW SQUARE LIQUOR, CORP.", JOHN LAM,,6172690705,605-   Dorchester AVE,South Boston,MA,South_Boston,775934.148636473,2945191.53280154
LB-101667,INNAL0058,Active,Inn. All Alc.,2013-11-18,2022-12-31,DON'T LOOK BACK LESSEE,LIBERTY HOTEL,,"IN WHOLE OF SAID BUILDING WITH THE EXCEPTION OF THE FIRST FLOOR RESTAURANT, BAR, KITCHEN AND STORAGE  ON THE FIRST FLOOR AND TWO OUTDOOR SEASONAL SEATING AREAS ADJACENT THERETO.  ",,2:00 AM,2:30 AM,0.0, DON'T LOOK BACK LESSEE, ADAM BUTNER-BURROUGHS,,(617)838-2422,215-   Charles ST,Boston,MA,neighborhood doesn't match,772282.199962959,2957245.51246204
LB-101943,RETAL0152,Active,Retail All Alc.,2013-11-18,2022-12-31,"COLUMBUS AVENUE LIQUOR GROUP, INC.",WINE EMPORIUM,Board granted petition to open 10 00 m on Sundays,"COMMERCIAL CONDOMINIUM LOCATED AT 474 COLUMBUS AVENUE, UNIT 1, BOSTON, MA CONSISTING OF 1,378 SQ. FT. OF RETAIL SPACE ON FIRST FLOOR (STREET LEVEL) AND 1,698 SQ. FT. OF STORAGE SPACE ON BASEMENT LEVEL.  THE CONDOMINIUM HAS 2 ENTRANCES/EXITS.",,11:00 PM,,0.0," COLUMBUS AVENUE LIQUOR GROUP, INC.", ARIAN LITON,(617)536-5545,,474-   Columbus AVE,Roxbury,MA,South_End,770141.493496969,2950288.69811955
LB-99350,CV7AL0542,Active,CV7 All Alc.,2013-11-18,2022-12-31,FRANK PEZZANO,U'SARRACENO RESTAURANT,Service Food until 4 M ONLY,One room on Basement Level - One room on Sreet Level and Kitchen - Storage in Basement Leve.  Capacity breakdown: 1st fl - 42; basement - 40.,,MIDNIGHT,12:30 AM,82.0, FRANK PEZZANO, FRANK PEZZANO,,227-5353,286-  Hanover ST,Boston,MA,Downtown_North_End,776554.608798936,2957974.2932627
LB-99102,CV7AL0243,Active,CV7 All Alc.,2013-11-18,2021-12-31,"Upland Restaurant, LLC",,PATIO CONDITIONS 1 ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS 2 STAFFED ALL TIMES,"ONE LARGE ROOM ON THE FIRST FLOOR; APPROX. 3500 SQUARE FEET.  KITCHEN, OFFICE, STORAGE IN BASEMENT.  AND TO INCLUDE AN OUTDOOR SEASONAL PATIO ON PRIVATE PROPERTY FOR 24 PATRONS FROM APRIL - OCTOBER BETWEEN THE HOURS OF 10:00 A.M. - 11:00 P.M.  CAPACITY BREAKDOWN: 23 @ BAR STOOLS, 28 @ TABLES & CHAIR",,2:00 AM,2:30 AM,143.0," Upland Restaurant, LLC", Bernard Chiu,,(415)786-1511,745-  Boylston ST,Boston,MA,Back_Bay,769529.880208334,2952639.81770833
LB-99112,CV7AL0256,Active,CV7 All Alc.,2013-11-18,2022-12-31,"PARK AVENUE GROUP, INC.",CAVAN CAFÉ/CAVAN HOUSE,       ,Unnumbered entrance in rear to cellar for stock; in two rooms and kitchen on first floor; cellar for stock. ALCOHOLIC BEVERAGES TO BE SERVED IN CONJUNCTION WITH BRUNCH ON SUNDAYS 10:00 A.M.  ,,1:00 AM,1:30 AM,157.0," PARK AVENUE GROUP, INC.", RALPH CORRADO,,(781)925-5299,1406-1408   Hyde Park AVE,Hyde Park,MA,Hyde_Park,757496.517069191,2916575.20132016
LB-99626,CV7MW0410,Active,CV7 Malt Wine,2013-11-18,2022-12-31,"Hong Kong Eatery, Inc.",HONG KONG EATERY,6 AM OPENING HOUR FOOD ONLY,"DINING ROOM ON THE FIRST FLOOR, KITCHEN IN REAR, AND STORAGE IN BASEMENT.",,2:00 AM,2:30 AM,60.0," HONG KONG EATERY, INC.", BENNY KUANG,,(617)818-5702,79-   Harrison AVE,Boston,MA,Chinatown_Financial_District,774665.491581172,2953241.5049383
LB-99863,CV7MWR0035,Active,CV7 Malt Wine Restrict.,2013-11-18,2022-12-31,2000 CHEF FOOD CORP.,Nagomi,1 NO BAR 2 ALCOHOLIC BEVERAGES TO BE SERVED WITH FOOD ONLY,IN ONE ROOM ON GROUND FLOOR; KITCHEN AND STORAGE IN THE REAR.,,1:00 AM,1:30 AM,44.0, 2000 CHEF FOOD CORP., XUE YUAN ZHENG,,6176695420,636-  Beacon ST,Boston,MA,Fenway_Kenmore,765575.909194136,2952653.0243348
