,license_num,historicallicensenum,status,license_type,issued,expires,business_name,dba_name,comments,location_comments,opening,closing,patronsout,capacity,applicant,manager,day_phone,evening_phone,address,city,state,zip,fulladdress,Latitude,Longitude
1242,LB-99138,CV7AL0289,Active,CV7 All Alc.,2013-11-18,2022-12-31,PHYLLIS CORPORATION,VENEZIA,       ,"In two rooms on first floor; kitchen & storage in the rear; , one room on the second floor with seasonal outdoor seating patio.  Capacity breakdown: 1st fl function rm - 348; 1st fl restaurant - 250; 1st fl lounge - 49;outdoor patio - 49.",,2:00 AM,2:30 AM,647.0, PHYLLIS CORPORATION, BRENDA BRUNO,,(617)436-3120,20-  Ericsson ST,dorchester,MA,02122,"20-  Ericsson ST, Dorchester, MA, 02122",42.291766022647806,-71.04036544340565
1243,LB-101974,RETAL0198,Active,Retail All Alc.,2013-11-18,2022-12-31,"TA LIQUORS FIELD CORNER, INC.",LYNNE'S LIQUORS,,ON FIRST FLOOR WITH 1445 SQUARE FEET OF RETAIL SPACE AND A SMALL OFFICE WITH BASEMENT FOR STORAGE.  THE MAIN ENTRANCE TO THE PREMISES WILL BE LOCATED ON THE DORCHESTER AVENUE SIDE OF THE BUILDING.,,11:00 PM,,0.0," TA LIQUORS FIELDS CORNER, INC.", VICTORIA NGUYEN,(617)620-1393,,1445-  Dorchester AVE,dorchester,MA,02122,"1445-  Dorchester AVE, Dorchester, MA, 02122",42.30123000004617,-71.0600700014254
1244,LB-102046,RETMW0077,Active,Retail Malt Wine,2013-11-18,2022-12-31,"METAMORPHOSIS, LLC",METAMORPHOSIS,AS AGREED BEER amp WINE SHALL BE CONTAINED WITHIN NO MORE THAN 1 3 PUBLIC AREA LICENSED PREMISES Board acknowledges granted petition to open 10 m on Sundays,IN ONE ROOM ON THE FIRST FLOOR; STORAGE IN THE REAR.,,11:00 PM,,0.0," METAMORPHOSIS, LLC", LEFTERIS RETZOS,(617)698-6520,,1153-  Washington St,mattapan,MA,02126,"1153-  Washington St, Mattapan, MA, 02126",42.27221900003661,-71.06919400109392
1245,LB-98788,CLBAL0016,Active,Clb. All Alc.,2013-11-18,2022-12-31,B.P.O.E. OF THE UNITED STATES OF AMERICA INC.,BOSTON LODGE OF ELKS #10,       ,Rear emergency exits; in whole of said building.  ,,2:00 AM,2:30 AM,400.0, B.P.O.E. OF THE UNITED STATES OF AMERICA INC., DAVID M.J. VERNON,,6175228226,1-   Morrell ST,westroxbury,MA,02132,"1-   Morrell ST, West Roxbury, MA, 02132",42.27365999991238,-71.16930000127047
1246,LB-99001,CV7AL0129,Active,CV7 All Alc.,2013-11-18,2022-12-31,MAGGIANO'S HOLDING CORPORATION,MAGGIANO'S LITTLE ITALY,       ,"Entrance to the basement from the ground floor dining area via stairs, emergency exit from basement to exit corridor and exit stairs to Stuart Street, emergency exit from ground floor to Church Street and Columbus Avenue, kitchen and stockroom on ground floor, banquet and kitchen in basement, and to",,2:00 AM,2:30 AM,480.0, MAGGIANO'S HOLDING CORPORATION, Gregory P. Soutter,,(617)947-5474,4-   Columbus AVE,boston,MA,02116,"4-   Columbus AVE, Boston, MA, 02116",42.35122288741151,-71.06820913656432
1247,LB-99003,CV7AL0131,Active,CV7 All Alc.,2013-11-18,2022-12-31,"VADO PAZZO, INC.",RESTAURANT BRICCO,       ,"IN TWO LARGE ROOMS ON FIRST FLOOR WITH KITCHEN IN THE REAR.  SECOND FLOOR IN ONE LARGE ROOM.  BASEMENT FOR PREP AND STORAGE.  MAIN ENTRANCE AT 241 HANOVER STREET AND TWO REAR EXITS. CAPACITY BREAKDOWN: 1ST FL - 32 @ BAR STOOLS, 78 @ TABLES; 2ND FL - 60 @ TABLES.",,2:00 AM,2:30 AM,170.0," VADO PAZZO, INC.", FRANK DEPASQUALE,,6174354412,241-  Hanover ST,boston,MA,02113,"241-  Hanover ST, Boston, MA, 02113",42.36308420453073,-71.05494830301315
1248,LB-101630,INNAL0016,Active,Inn. All Alc.,2013-11-18,2022-12-31,BOSTONIAN HOTEL LIMITED PARTNERSHIP,The Boston Boston-Millennium Hotel,,IN WHOLE OF SAID BUILDING; AND TO INCLUDE AN OUTSIDE SEASONAL TERRACE/PATIO FROM APRIL THROUGH OCTOBER FOR 24 PATRONS BETWEEN THE HOURS OF 8:00 A.M. - 11:00 P.M. EXCEPTING THEREFROM 1250 SQUARE FEET OF RETAIL SPACE ON FIRST FLOOR OF CORNER OF NORTH AND BLACKSTONE STREET.,,2:00 AM,2:30 AM,0.0, BOSTONIAN HOTEL LIMITED PARTNERSHIP, Alexandre Decarvalho,,(617)523-3600,20-60   North ST,boston,MA,02109,"20-60   North ST, Boston, MA, 02109",42.360699291917285,-71.0563421809345
1249,LB-101940,RETAL0144,Active,Retail All Alc.,2013-11-15,2022-12-31,"GRAY'S LIQUORS, INC.",OAK SQUARE LIQUORS,,One rear entrance for stock; Two rooms on first floor; Cellar for stock.,,11:00 PM,,0.0," GRAY'S LIQUORS, INC.", GEORGE N. KONDYLIS,,,610-  Washington ST,brighton,MA,02135,"610-  Washington ST, Brighton, MA, 02135",42.35044000033845,-71.16784000130805
1250,LB-99187,CV7AL0346,Active,Inn. All Alc.,2013-11-15,2022-12-31,"HERSHA CONCESSION ASSOCIATES, LLC",THE ENVOY HOTEL,,,,2:00 AM,2:30 AM,390.0," HERSHA CONCESSION ASSOCIATES, LLC", JOSEPH A. MELLIA,(267)238-5039,,70-  Sleeper ST,boston,MA,02210,"70-  Sleeper ST, Boston, MA, 02210",42.35369159541107,-71.04829376330302
1251,LB-102013,RETMW0020,Active,Retail Malt Wine,2013-11-15,2022-12-31,TIPSY'S BEER AND WINE INC.,TIPSY'S BEER AND WINE,Board acknowledged granted petition 10 00 m Sunday opening No singles,Two rooms first floor; cellar for stock.,,11:00 PM,,0.0, TIPSY'S BEER AND WINE INC., SUSHILA PATEL,(617)445-9074,,739     Parker ST,roxbury,MA,02120,"739     Parker ST, Roxbury, MA, 02120",42.33082000001528,-71.09777000125992
1252,LB-101884,RETAL0062,Active,Retail All Alc.,2013-11-15,2022-12-31,"7-ELEVEN OF MASSACHUSETTS, INC.",7-ELEVEN,Board granted petition to open 10 00 m on Sundays No sale nips or singles,"ON FIRST FLOOR CONSISTING OF (+/-) 3,524 SQUARE FEET WITH ONE ROOM FOR STOCK AND STORAGE IN BASEMENT; MAIN ENTRANCE/EXIT IN FRONT OF STORE ON FIRST STREET.",,11:00 PM,,0.0," 7-ELEVEN OF MASSACHUSETTS, INC.", RAYMOND P. COUILLARD,,,1-  First AVE,charlestown,MA,02129,"1-  First AVE, Charlestown, MA, 02129",42.375264236136786,-71.05448509091607
1253,LB-99231,CV7AL0394,Active,Inn. All Alc.,2013-11-15,2022-12-31,"citizen M Boston North Station Operations, LLC",citizenM Hotel,,,,2:00 AM,2:30 AM,0.0," citizenM Boston North Station Operations, LLC", Justine Mahan,(617)861-4360,,70-  Causeway ST,boston,MA,02114,"70-  Causeway ST, Boston, MA, 02114",42.36564567143446,-71.06165505357468
1254,LB-102052,RETMW0083,Active,Retail Malt Wine,2013-11-15,2022-12-31,CITY FEED & SUPPLY INC.,CITY FEED AND SUPPLY,,"GROCERY BUSINESS IN ONE ROOM ON THE FIRST FLOOR, BASEMENT STORAGE; WINE AND MALT PACKAGE AREA AT REAR OF PREMISES.",,10:00 PM,,0.0, CITY FEED & SUPPLY INC., DAVID WARNER,,6175248860,672-   Centre ST,jamaicaplain,MA,02130,"672-   Centre ST, Jamaica Plain, MA, 02130",42.31236452510348,-71.11396839108136
1255,LB-99613,CV7MW0379,Active,CV7 Malt Wine,2013-11-15,2022-12-31,"PASTEUR RESTAURANT II, INC.",PHO PASTEUR,,"IN ONE LARGER ROOM ON THE FIRST FLOOR; KITCHEN IN THE REAR, STORAGE IN THE ATTIC AND TO EXPAND THE FLOOR PLAN OF THE LICENSED PREMISES FROM 902 SQUARE FEET TO 1350 SQUARE FEET.",,10:30 PM,11:00 PM,86.0," PASTEUR RESTAURANT II, INC.", SAU H. CAI,,6175476413,682-  Washington ST,boston,MA,02111,"682-  Washington ST, Boston, MA, 02111",42.351429257719964,-71.0626981668932
1256,LB-99385,CV7AL0580,Active,CV7 All Alc.,2013-11-15,2022-12-31,"DFD RESTAURANT GROUP, LLC","RISTORANTE TOSCANO, INC.",1 Alcohlic Beverages to be sold only with meals 2 Alcoholic not in conjunction live entertainment 3 No outside Advertising alcohol 4 Service bar dining counter permitted,"In two rooms on ground floor with kitchen, storage and prep area in basement.",,11:00 PM,11:30 PM,138.0," DFD RESTAURANT GROUP, LLC", RICHARD CACCIAGRANI,,6173206997,41-  Charles ST,boston,MA,02114,"41-  Charles ST, Boston, MA, 02114",42.357439999992536,-71.06982000127864
1257,LB-99565,CV7MW0206,Active,CV7 Malt Wine,2013-11-15,2022-12-31,"PLANT BASED PIZZA BOSTON, LLC",DOUBLE ZERO,Capacity breakdown 65 Persons indoor seating 11 Staff 26 outdoor,,,12:00 AM,12:30 AM,102.0," PLANT-BASED PIZZA BOSTON, LLC", SETH D. COHEN,(310)490-4538,,163-   Newbury ST,boston,MA,02116,"163-   Newbury ST, Boston, MA, 02116",42.35083999991254,-71.07879000098289
1258,LB-99364,CV7AL0559,Active,CV7 All Alc.,2013-11-15,2022-12-31,"ADVENTURE INVESTMENTS BOSTON, LLC",FIRE & ICE,,"In one room on the first floor with bar, In one dining room on the second floor, service bar, kitchen and storage in the rear.  Capacity breakdown: 1st fl - 98 (36 seating, 12 @ stools, 50 standing); 2nd fl - 277 (216 seating).",,1:00 AM,1:30 AM,375.0," ADVENTURE INVESTMENTS BOSTON, LLC", ROBERT R. HOLLAND,(916)631-7070,(,31     Saint James AVE,boston,MA,02116,"31     Saint James AVE, Boston, MA, 02116",42.35086717738236,-71.07188451966708
1259,LB-101646,INNAL0033,Active,Inn. All Alc.,2013-11-15,2022-12-31,"H AND H, LLC",HARBORSIDE INN,Board granted petition to provide Bottle Service on licensed premises,,,2:00 AM,2:30 AM,0.0," H AND H, LLC", MARK A. DER HAGOPIAN,,(617)247-1212,185-187   State ST,boston,MA,02109,"185-187   State ST, BOSTON, MA, 02109",42.35912999999376,-71.0528100012149
1260,LB-101675,INNMW0004,Active,Innholder Malt & Wine,2013-11-15,2022-12-31,"MJ BACK BAY, LLC",COURTYARD BY MARRIOTT,,IN WHOLE OF SAID BUILDING.  ( SEE ISD CERTIFICATE FOR A MORE COMPLETE DESCRIPTION OF THE  PREMISES. ),,10:30 PM,11:00 PM,0.0," MJ BACK BAY, LLC", TODD LINCOLN,,(617)244-4545,88     Exeter ST,boston,MA,02116,"88     Exeter ST, Boston, MA, 02116",42.3486004643509,-71.07881822962024
1261,LB-99584,CV7MW0269,Active,CV7 Malt Wine Liq.,2013-11-15,2022-12-31,"BLACK OWL, LLC",DOVETAIL,,,,MIDNIGHT,12:30 AM,124.0," BLACK OWL, LLC", MICHAEL COONEY,(617)429-6517,,1-  Sixth ST,charlestown,MA,02129,"1-  Sixth ST, Charlestown, MA, 02129",42.3752704399842,-71.0544744991198
1262,LB-99443,CV7AL0652,Active,CV7 All Alc.,2013-11-15,2022-12-31,"CLOVER VENTURES, LLC",BOSTONIA PUBLIC HOUSE,1st floor 122 Persons Standing 43 Banquet Seating 31 Bar Stools 48 Tables Total 244 2nd 105 15 63 83,"ON TWO (2) FLOORS, KITCHEN ON FIRST FLOOR IN REAR, STORAGE IN BASEMENT.  FIRST AND SECOND FLOORS:  DINING ROOMS WITH BAR SEATING. TO INCLUED A SEASONAL OUTDOOR SIDEWALK PATIO WITH 26 SEATS BETWEEN THE HOURS OF NOON TO 11:00 P.M.",,2:00 AM,2:30 AM,427.0," CLOVER VENTURES, LLC", JOSE MANUEL GARCIA,,(857)210-3912,131-  State ST,boston,MA,02109,"131-  State ST, Boston, MA, 02109",42.35916001796107,-71.05429182352475
1263,LB-99090,CV7AL0231,Active,CV7 All Alc.,2013-11-15,2022-12-31,BASHO FENWAY VENTURES LLC,BASHO JAPANESE RESTAURANT & LOUNGE,CLOSING HOUR 1 00 M PATIO CONDITIONS ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS 2 STAFFED ALL TIMES,"IN TWO DINING ROOMS ON THE FIRST FLOOR; KITCHEN, STORAGE AND OFFICES IN THE REAR; ANNUAL OUTDOOR PATIO ON PRIVATE PROPERTY FOR 48 PATRONS BETWEEN THE HOURS OF 11:00 A.M. - 11:00 P.M.  Inside capacity 194: 31 @ bar stools; 146 @ tables; 17 standing.",,1:00 AM,1:30 AM,194.0, BASHO FENWAY VENTURES LLC, JACK HUANG,(617)358-2881,(617)859-8886,1330-  Boylston ST,boston,MA,02215,"1330-  Boylston ST, Boston, MA, 02215",42.3440088771059,-71.09878410976171
1264,LB-99548,CV7MW0131,Active,CV7 Malt Wine,2013-11-15,2022-12-31,FINS SUSHI & GRILL,Fins Sushi & Grill,       ,"354 Chestnut Hill Avenue, in two rooms and a kitchen on the first floor; basement for stock.",,1:00 AM,1:30 AM,78.0, FINS SUSHI & GRILL, KEN CHAN,,6176698262,354-  Chestnut Hill AV,brighton,MA,02135,"354-  Chestnut Hill AV, Brighton, MA, 02135",42.336842436836314,-71.15151611406012
1265,LB-101662,INNAL0048,Active,Inn. All Alc.,2013-11-15,2022-12-31,CHARLESMARK HOTEL LLC,Charlesmark Hotel and Café Landwer,1 PATIO TO CLOSE 11 00 P M 2 ALCOHOL SERVED ONLY IN CONJUNCTION WITH FOOD ON 3 NO ONE ADMITTED AFTER MIDNIGHT OTHER THAN REGISTERED GUESTS HOTEL 4 BOARD BE NOTIFIED ANY ENTERTAINMENT LICENSE REQUEST,"In whole said building including adjacent restaurant space.  Hotel first floor dining (+/-2,312 SF) with seating for 90 persons and outdoor patio with seating for 30 persons. Hotel restaurant first floor (+/-1,343 SF) with seating for 78 persons and outdoor patio for 26 persons. Outdoor patio locat",,2:00 AM,2:30 AM,0.0, CHARLESMARK HOTEL LLC, MARK HAGOPIAN,,(617)901-7309,655-   Boylston ST,boston,MA,02116,"655-   Boylston ST, Boston, MA, 02116",42.350039999925954,-71.0785700016032
1266,LB-99194,CV7AL0354,Active,CV7 All Alc.,2013-11-15,2022-12-31,BRASSERIE 560 LLC,BRASSERIE,1 ALCOHOL TABLES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS PATIO CONDITIONS 2 00 M CLOSING HOUR ALCOHOLIC BEVERAGES 3 NO BAR,,,2:00 AM,2:30 AM,239.0, BRASSERIE 560 LLC, JEFFREY GATES,,(617)451-5942,560     Harrison AVE,roxbury,MA,02118,"560     Harrison AVE, Roxbury, MA, 02118",42.34080999983356,-71.06744000115785
1267,LB-99769,CV7MWL0103,Active,CV7 Malt Wine Liq.,2013-11-15,2022-12-31,"PETIT ROBERT, INC.",PETIT ROBERT BISTRO,Capacity Breakdown 62 Inside amp 16 Outside,,,MIDNIGHT,12:30 AM,62.0," PETIT ROBERT, INC.", LOIC  A. LEGARREC,,,480-   Columbus AVE,roxbury,MA,02118,"480-   Columbus AVE, Roxbury, MA, 02118",42.34283999987681,-71.07861000165732
1268,LB-101658,INNAL0044,Active,Inn. All Alc.,2013-11-15,2022-12-31,"LBV HOTEL, LLC",LOEWS BOSTON HOTEL,PATIO OPERATING HOURS 6 00 M TO 1 2 ON STUART STREET SIDE 12 STANHOPE BERKELEY,"Hotel consisting of ten (10) floors and 225 guest rooms with one restaurant and bar with 4,000 square feet of meeting space.  Outdoor year-round patio on private property for 90 patrons.",,2:00 AM,2:30 AM,0.0," LBV HOTEL, LLC", ROBERT J. RIVERS,(617)266-7200,,154-   Berkeley ST,boston,MA,02116,"154-   Berkeley ST, Boston, MA, 02116",42.34915857218446,-71.07243182099413
1269,LB-98920,CV7AL0037,Active,CV7 All Alc.,2013-11-15,2022-12-31,"HLC GROUP ENTERPRISES, LLC",Douzo,,"IN ONE ROOM ON FIRST FLOOR WITH KITCHEN, STORAGE AND RESTROOMS; ENTRANCE FROM DARTMOUTH STREET AND BUILDING LOBBY; ONE BACK EXIT.",,1:00 AM,1:30 AM,148.0," HLC GROUP ENTERPRISES, LLC", KUOTAI JACK HUANG,(617)859-8886,(617)859-8886,131-  Dartmouth ST,boston,MA,02116,"131-  Dartmouth ST, Boston, MA, 02116",42.3465791484636,-71.07535776150787
1270,LB-101909,RETAL0104,Active,Retail All Alc.,2013-11-15,2022-12-31,Mahabali Corporation,ROTARY LIQUORS,Board acknowledges granted petition to open 10 00 m on Sundays,In three rooms on the first floor-one of which is for stock.,,11:00 PM,,0.0, MAHABALI CORPORATION, DHIREN PATEL,,,295-   Old Colony AVE,southboston,MA,02127,"295-   Old Colony AVE, South Boston, MA, 02127",42.32991999969219,-71.05298000104713
1271,LB-99606,CV7MW0351,Active,CV7 Malt Wine,2013-11-15,2022-12-31,"GAMBROS, INC.",ERNESTOS PIZZERIA,,ON FIRST FLOOR; IN ONE ROOM; KITCHEN IN THE REAR; EXIT AT THE FRONT; EXIT AT THE REAR IN KITCHEN; STORAGE IN BASEMENT; HANDICAPPED ACCESSIBLE RESTROOM.,,11:00 PM,11:30 PM,40.0," GAMBROS, INC.", ANTHONY RADZIKOWSKI,,6175234639,69-   Salem ST,boston,MA,02113,"69-   Salem ST, Boston, MA, 02113",42.36335000011498,-71.05584000160786
1272,LB-101972,RETAL0195,Active,Retail All Alc.,2013-11-15,2022-12-31,MANDIR CORPORATION,BAY VIEW LIQUORS,Board acknowledges granted petition to open 10 m on Sundays,In one room on the first floor; cellar for stock.,,11:00 PM,,0.0, MANDIR CORPORATION, TARUNKUMAR R. PATEL,(617)268-7612,,108     Dorchester ST,southboston,MA,02127,"108     Dorchester ST, South Boston, MA, 02127",42.33513540990687,-71.0459743515294
1273,LB-101947,RETAL0158,Active,Retail All Alc.,2013-11-15,2022-12-31,"BENNINGTON LIQUORS, INC.",NEPTUNE LIQUORS,Board granted petition to open 10 00 m on Sundays,In one room on the first floor with three rear rooms for stock.,,11:00 PM,,0.0," BENNINGTON LIQUORS, INC.", BHAVIN PATEL,,9785370644,1-  Neptune RD,eastboston,MA,02128,"1-  Neptune RD, East Boston, MA, 02128",42.3801099999729,-71.02607000121604
1274,LB-101944,RETAL0154,Active,Retail All Alc.,2013-11-15,2022-12-31,SHIV PARK CORP,RICHARD'S WINE AND SPIRITS,Board acknowledges granted petition to open 10 m on Sundays,"Rear entrance for stock, one enlarged room first floor, cellar for stock, also add a number.  Premise is 3,000 sqft of retail  space.  At entrance is the counter with cash register.  Back wall has the walk-in cooler.  Wine shelves are scattered throughout remaining ",,11:00 PM,,0.0, SHIV PARK CORP, NAYNA PATEL,,,175-179   Wolcott SQ,hydepark,MA,02136,"175-179   Wolcott SQ, Hyde Park, MA, 02136",42.2371779999653,-71.13247100148936
1275,LB-99754,CV7MWL0083,Active,CV7 Malt Wine Liq.,2013-11-15,2022-12-31,"81 L ST., LLC",6TH GEAR,1 MALT WINE TO BE SERVED WITH MEALS ONLY 2 NO BAR,WITH REAR SIDE EMERGENCY EXITS; IN ONE ROOM AND KITCHEN ON THE FIRST FLOOR; BASEMENT FOR STORAGE. BAR WITH 10 STOOLS.,,1:00 AM,1:30 AM,60.0," 81 L ST., LLC", KRISTI COZZA,,(617)269-6681,81-  L ST,southboston,MA,02127,"81-  L ST, South Boston, MA, 02127",42.33463999964025,-71.03560000118284
1276,LB-101933,RETAL0135,Active,Retail All Alc.,2013-11-15,2022-12-31,"VINNA'S, LLC",CHAUNCEY LIQUORS,       ,Rear entrance for stock; Two rooms first floor; Cellar for stock.,,11:00 PM,,0.0," VINNA'S, LLC", SUONG M. TRAN,,6174707879,3096-3104   Washington ST,roxbury,MA,02119,"3096-3104   Washington ST, Roxbury, MA, 02119",42.315059999918745,-71.09877000104768
1277,LB-102009,RETMW0009,Active,Retail Malt Wine,2013-11-15,2022-12-31,"BRHANU REDDA, INDIVIDUAL",7-ELEVEN,Board acknowledges granted petition to open 10 m on Sundays,One story concrete block structure; one room first floor and storage.,,11:00 PM,,0.0," BRHANU REDDA, INDIVIDUAL", BRHANU REDDA,,6172670793,1436-1438   Centre ST,roslindale,MA,02132,"1436-1438   Centre ST, Roslindale, MA, 02132",42.29334417644751,-71.13685958671482
1278,LB-102035,RETMW0057,Active,Retail All Alc.,2013-11-15,2022-12-31,"ALEX'S MARKET, INC.","ALEX'S MARKET, INC.",NO SINGLES OR NIPS TO BE SOLD Board acknowledges granted petition to open 10 m on Sundays,ONE ROOM ON THE FIRST FLOOR; STORAGE IN THE BASEMENT,,9:00 PM,,0.0," ALEX'S MARKET, INC.", Denny Guzman,,(617)513-7948,322-  Talbot AVE,dorchester,MA,02124,"322-  Talbot AVE, Dorchester, MA, 02124",42.29060997439546,-71.0728256004169
1279,LB-99344,CV7AL0533,Active,CV7 All Alc.,2013-11-15,2022-12-31,"SHANNON TAVERN, INC.",SHANNON TAVERN,,Bulkhead entrance to cellar from yard in rear for stock; in two rooms on first floor; cellar for stock.,,1:00 AM,1:30 AM,45.0," SHANNON TAVERN, INC."," JEREMIAH P. BOWEN, JR.",,(617)848-0018,558- E Third ST,southboston,MA,02127,"558- E Third ST, South Boston, MA, 02127",42.33658100001238,-71.03727800127113
1280,LB-99772,CV7MWL0117,Active,"Club Malt, Wine & Liqueur",2013-11-15,2022-12-31,100 SUMMER CLUB LLC,ASSEMBLY ON 2,,,,9:00 PM,9:30 PM,239.0, 100 SUMMER CLUB LLC, PHILLIP BOCCALATTE,,,100     Summer ST,boston,MA,02110,"100     Summer ST, Boston, MA, 02110",42.353633000074254,-71.05736600081144
1281,LB-99562,CV7MW0189,Active,CV7 Malt Wine,2013-11-15,2022-12-31,Lola Burger Restaurant Boston LLC,Lola Burger,Capacity breakdown 58 Seated amp 15 Standing Outdoor seating 10 Persons,,,2:00 AM,2:30 AM,73.0, Lola Burger Restaurant Boston LLC, Mark Daley,,,11-  Fan Pier  BLVD,boston,MA,02210,"11-  Fan Pier  BLVD, Boston, MA, 02210",42.35422753770358,-71.0456217738919
1282,LB-99493,CV7ALR0009,Active,CV7 All Alc. Restrict.,2013-11-15,2022-12-31,"POSEIDON ENTERPRISES, INC.",THE BARKING CRAB,," In one room, kitchen and storage area on the first floor with outdoor deck, and an additional seasonal (May-October) outdoor patio on the public sidewalk with 40 seats. Same hours as the restaurant. Capacity breakdown: 170 outside; 58 inside.",,1:00 AM,1:30 AM,228.0," POSEIDON ENTERPRISES, INC.", SCOTT P. GARVEY,,(617)542-0558,88-   Sleeper ST,boston,MA,02210,"88-   Sleeper ST, Boston, MA, 02210",42.35389499952036,-71.04857600125479
1283,LB-99621,CV7MW0396,Active,CV7 Malt Wine,2013-11-15,2022-12-31,"SWEET RICE JP, INC.","SWEET RICE, JP",1 ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS 2 NO BAR 3 PATIO HOURS 11 00A M 10 00P MONDAY THROUGH SATURDAY SUNDAY 12 00 NOON P,IN ONE ROOM ON THE FIRST FLOOR WITH KITCHEN; STORAGE IN THE BASEMENT AND TO INCLUDE A SEASONAL OUTDOOR PATIO IN THE COURTYARD BEHIND 697 CENTRE STREET FOR 16 PATRONS FROM APRIL TO OCTOBER.,,11:00 PM,11:30 PM,49.0," SWEET RICE JP, INC.", Pichai Chairatthanawanit,(617)522-0200,,695-697   Centre ST,jamaicaplain,MA,02130,"695-697   Centre ST, Jamaica Plain, MA, 02130",42.3117901476876,-71.11453016686656
1284,LB-102044,RETMW0074,Active,Retail Malt Wine,2013-11-15,2022-12-31,"FOODIE'S URBAN MARKET, LLC",FOODIE'S URBAN MARKET,Board acknowledges granted petition to open 10 m on Sundays,IN ONE ROOM ON THE FIRST FLOOR WITH STORAGE IN THE REAR.,,9:00 PM,,0.0," FOODIE'S URBAN MARKET, LLC", Victor G. Leon,,7813296053,1421-  Washington ST,roxbury,MA,02118,"1421-  Washington ST, Roxbury, MA, 02118",42.34111999968969,-71.07063000167544
1285,LB-101578,GOPAL0018,Active,GOP All Alc.,2013-11-15,2022-12-31,GUZBIN LLC,MEDALLO,,"UNNUMBERED ENTRANCE NEXT TO 411 CHELSEA STREET AND TWO EMERGENCY EXITS; IN ONE ROOM ON 1ST FLOOR OF 411 CHELSEA STREET; 2ND FLOOR OF 413 CHELSEA STREET & BASEMENT OF 411 CHELSEA STREET FOR STOCK.  411-413 CHELSEA STREET, EAST BOSTON, MA  02128",,2:00 AM,2:30 AM,91.0, GUZBIN LLC, LUIS E. MALDONADO,,,411     Chelsea ST,eastboston,MA,02128,"411     Chelsea ST, East Boston, MA, 02128",42.379899000358314,-71.02681400089865
1286,LB-102012,RETMW0015,Active,Retail Malt Wine,2013-11-14,2022-12-31,HAI & LAM IN HARMONY CORP.,BOB'S GROCERY STORE,       ,One room first floor; rear room for stock.,,11:00 PM,,0.0, HAI & LAM IN HARMONY CORP., LAM TRAN,,,160-   Endicott ST,boston,MA,02113,"160-   Endicott ST, Boston, MA, 02113",42.36544000025039,-71.05756000077965
1287,LB-99079,CV7AL0219,Active,CV7 All Alc.,2013-11-14,2022-12-31,"THE FLORIAN ASSOCIATES, INC.",FLORIAN HALL,       ,In whole of said building.  CAPACITY BREAKDOWN: FUNCTION HALL - 450; LOUNGE - 239.,,2:00 AM,2:30 AM,689.0," THE FLORIAN ASSOCIATES, INC."," GERALD F. CAHILL, JR.",,(617)288-6666,55-   Hallet ST,dorchester,MA,02124,"55-   Hallet ST, Dorchester, MA, 02124",42.282376293642464,-71.04765865173803
1288,LB-99127,CV7AL0277,Active,CV7 All Alc.,2013-11-14,2022-12-31,"BOSTON TEA PARTY SHIP, INC",BOSTON TEA PARTY SHIPS & MUSEUM,499 PERSONS TOTAL UPPER LEVEL BARGE B 203 106 OUTSIDE DECK 20 202 SERVERY 30 LOWER 120 EXTERIOR 34 102 SPACE 124 THEATER 68 BOATS 207 PIER ASSEMBLY ROOM 1 70 2 HISTORIC FLOATING MARITIME EXHIBITS,,,2:00 AM,2:30 AM,499.0," BOSTON TEA PARTY SHIP, INC", SHAWN P. FORD,,7815393752,306     Congress ST,boston,MA,02210,"306     Congress ST, Boston, MA, 02210",34.24438675300125,-73.6513909034731
1289,LB-99136,CV7AL0287,Active,CV7 All Alc.,2013-11-14,2022-12-31,"AC NEP, LLC",DORSET HALL,,In two levels with one room on each level;  kitchen and storage in basement.,,2:00 AM,2:30 AM,264.0," AC NEP,  LLC", PAUL ADAMSON,(617)592-5323,,367-371   Neponset AVE,dorchester,MA,02122,"367-371   Neponset AVE, Dorchester, MA, 02122",42.28670000025371,-71.04513000157819
1290,LB-101868,RETAL0041,Active,Retail All Alc.,2013-11-14,2022-12-31,"SAHIL ENTERPRISES, INC.",QUALITY LIQUORS,Board acknowledges granted petition to open 10 00 m on Sundays,489 Cambridge Street; rear entrance for stock; one room on first floor; cellar for stock.,,11:00 PM,,0.0," SAHIL ENTERPRISES, INC.", SUNIL KAPOOR,,6176507865,489-  Cambridge ST,allston,MA,02134,"489-  Cambridge ST, Allston, MA, 02134",42.353799999683204,-71.13733000151467
